54325	-0.0100503	-4.60517	-4.60517	-4.60517
3214	-0.0100503	-4.60517	-4.60517	-0.371713
121	-0.0100503	-4.60517	-0.371713	-0.371713
3192	-0.0100503	-4.60517	-4.60517	-0.371713
2264	-0.0100503	-4.60517	-4.60517	-0.0100503
2167	-0.0100503	-0.0100503	-0.0100503	-0.0100503
4368	-0.0100503	-4.60517	-0.0100503	-4.60517
807	-0.0100503	-4.60517	-0.371713	-4.60517
4870	-0.0100503	-0.371713	-4.60517	-4.60517
832	-4.60517	-0.371713	-4.60517	-4.60517
927	-4.60517	-0.371713	-4.60517	-4.60517
796	-0.0100503	-4.60517	-0.0100503	-0.371713
4943	-0.0100503	-0.371713	-4.60517	-4.60517
1376	-0.0100503	-0.371713	-0.0100503	-4.60517
943	-0.0100503	-0.0100503	-0.0100503	-4.60517
152	-4.60517	-0.371713	-4.60517	-0.371713
1447	-0.0100503	-0.0100503	-4.60517	-4.60517
107	-0.0100503	-0.0100503	-0.371713	-0.0100503
907	-0.0100503	-4.60517	-0.0100503	-0.371713
428	-0.371713	-4.60517	-4.60517	-4.60517
1039	-0.0100503	-0.371713	-4.60517	-0.0100503
1001	-0.0100503	-4.60517	-0.0100503	-0.0100503
1336	-0.0100503	-0.371713	-0.0100503	-4.60517
48	-4.60517	-0.371713	-0.371713	-4.60517
1031	-0.0100503	-0.371713	-0.0100503	-0.0100503
154	-4.60517	-0.371713	-0.0100503	-4.60517
1041	-0.0100503	-0.0100503	-4.60517	-0.0100503
805	-0.0100503	-4.60517	-0.371713	-4.60517
850	-0.0100503	-0.371713	-4.60517	-0.371713
954	-0.0100503	-0.371713	-4.60517	-0.371713
476	-0.0100503	-0.371713	-0.0100503	-0.371713
385	-4.60517	-4.60517	-4.60517	-0.0100503
523	-4.60517	-4.60517	-4.60517	-0.371713
565	-4.60517	-4.60517	-4.60517	-0.371713
515	-0.0100503	-0.0100503	-0.0100503	-0.371713
874	-0.0100503	-0.371713	-4.60517	-0.371713
1134	-0.0100503	-0.371713	-4.60517	-0.0100503
493	-0.0100503	-0.371713	-0.0100503	-0.371713
832	-0.0100503	-0.371713	-4.60517	-0.371713
103	-4.60517	-0.371713	-4.60517	-0.371713
1104	-0.0100503	-0.371713	-0.0100503	-0.0100503
557	-0.0100503	-0.371713	-0.0100503	-0.371713
19	-4.60517	-4.60517	-0.371713	-0.371713
117	-0.0100503	-4.60517	-0.371713	-0.371713
40	-4.60517	-0.371713	-0.0100503	-0.371713
518	-0.0100503	-0.0100503	-4.60517	-0.371713
83	-4.60517	-0.0100503	-0.0100503	-0.0100503
439	-0.0100503	-0.0100503	-4.60517	-0.371713
38	-0.371713	-0.371713	-4.60517	-4.60517
172	-0.0100503	-0.371713	-0.371713	-4.60517
58	-4.60517	-0.0100503	-4.60517	-0.371713
99	-4.60517	-0.371713	-4.60517	-0.0100503
150	-4.60517	-0.371713	-4.60517	-0.371713
71	-4.60517	-0.371713	-0.0100503	-0.371713
69	-4.60517	-0.371713	-0.0100503	-0.0100503
82	-0.0100503	-0.371713	-0.371713	-0.0100503
106	-0.0100503	-0.371713	-0.371713	-0.0100503
466	-0.0100503	-0.371713	-0.0100503	-0.371713
29	-4.60517	-0.371713	-0.371713	-4.60517
103	-4.60517	-4.60517	-0.0100503	-0.0100503
24	-4.60517	-0.0100503	-0.0100503	-0.371713
32	-0.371713	-0.371713	-4.60517	-4.60517
759	-4.60517	-4.60517	-0.0100503	-4.60517
125	-4.60517	-4.60517	-0.371713	-4.60517
88	-4.60517	-0.0100503	-0.0100503	-4.60517
80	-4.60517	-0.0100503	-4.60517	-0.0100503
135	-4.60517	-0.371713	-4.60517	-0.371713
3	-0.371713	-4.60517	-0.371713	-0.371713
201	-4.60517	-0.0100503	-4.60517	-4.60517
360	-0.371713	-4.60517	-4.60517	-4.60517
54	-0.0100503	-0.371713	-0.371713	-0.371713
133	-0.0100503	-4.60517	-0.371713	-0.0100503
54	-0.0100503	-0.0100503	-0.371713	-0.371713
56	-4.60517	-0.371713	-0.0100503	-0.371713
630	-0.0100503	-0.0100503	-0.0100503	-0.371713
127	-4.60517	-0.371713	-4.60517	-0.0100503
25	-4.60517	-4.60517	-0.371713	-0.371713
70	-0.0100503	-0.371713	-0.371713	-0.0100503
49	-0.0100503	-0.371713	-0.371713	-0.371713
12	-4.60517	-0.0100503	-0.371713	-4.60517
65	-0.0100503	-0.371713	-0.371713	-0.371713
108	-4.60517	-4.60517	-0.371713	-4.60517
68	-4.60517	-0.0100503	-4.60517	-0.371713
172	-4.60517	-0.371713	-0.0100503	-4.60517
200	-0.0100503	-0.371713	-0.371713	-4.60517
52	-0.0100503	-0.371713	-0.371713	-0.371713
103	-0.0100503	-4.60517	-0.371713	-0.371713
91	-0.0100503	-0.0100503	-0.371713	-4.60517
163	-0.0100503	-0.371713	-0.371713	-4.60517
89	-0.0100503	-0.0100503	-0.371713	-0.0100503
20	-0.371713	-4.60517	-4.60517	-0.0100503
76	-4.60517	-0.371713	-0.0100503	-0.0100503
168	-0.0100503	-0.371713	-0.371713	-4.60517
71	-0.0100503	-0.371713	-0.371713	-0.371713
62	-0.0100503	-0.371713	-0.371713	-0.371713
27	-4.60517	-0.371713	-0.371713	-4.60517
51	-0.0100503	-0.371713	-0.371713	-0.371713
67	-0.0100503	-0.0100503	-0.371713	-4.60517
12	-0.371713	-4.60517	-4.60517	-0.371713
164	-4.60517	-4.60517	-0.0100503	-0.371713
59	-4.60517	-0.371713	-0.0100503	-0.371713
5	-0.371713	-4.60517	-0.0100503	-0.0100503
31	-0.371713	-0.371713	-4.60517	-4.60517
68	-0.0100503	-0.371713	-0.371713	-0.0100503
71	-0.0100503	-4.60517	-0.371713	-0.371713
22	-4.60517	-4.60517	-0.371713	-0.371713
84	-4.60517	-4.60517	-0.0100503	-0.371713
4	-0.371713	-4.60517	-0.371713	-0.371713
8	-0.371713	-0.0100503	-4.60517	-0.371713
9	-0.371713	-0.371713	-4.60517	-0.371713
40	-0.0100503	-0.0100503	-0.371713	-0.371713
11	-4.60517	-0.371713	-0.371713	-0.371713
7	-4.60517	-0.371713	-0.371713	-0.371713
1	-0.371713	-4.60517	-0.0100503	-0.371713
42	-0.0100503	-0.0100503	-0.371713	-0.371713
6	-4.60517	-0.371713	-0.371713	-0.371713
105	-0.0100503	-4.60517	-0.371713	-0.0100503
9	-0.371713	-4.60517	-4.60517	-0.0100503
7	-4.60517	-0.371713	-0.371713	-0.0100503
16	-0.371713	-4.60517	-4.60517	-0.371713
8	-0.371713	-4.60517	-0.0100503	-0.371713
14	-4.60517	-0.371713	-0.371713	-0.371713
6	-0.371713	-0.371713	-0.0100503	-4.60517
2	-0.371713	-0.371713	-0.0100503	-0.371713
5	-0.371713	-0.371713	-4.60517	-0.371713
52	-0.0100503	-0.371713	-0.371713	-0.371713
24	-4.60517	-0.371713	-0.371713	-4.60517
11	-0.371713	-0.371713	-4.60517	-0.371713
2	-4.60517	-0.371713	-0.371713	-0.371713
17	-0.371713	-4.60517	-4.60517	-0.371713
2	-0.371713	-0.371713	-0.0100503	-0.371713
2	-0.371713	-4.60517	-0.0100503	-0.371713
3	-0.371713	-0.0100503	-4.60517	-0.371713
10	-0.371713	-4.60517	-0.0100503	-0.371713
4	-0.371713	-0.371713	-4.60517	-0.0100503
6	-4.60517	-4.60517	-0.371713	-0.0100503
3	-0.371713	-4.60517	-0.371713	-4.60517
10	-4.60517	-0.371713	-0.371713	-0.0100503
4	-0.371713	-0.371713	-4.60517	-0.371713
6	-0.371713	-0.0100503	-0.0100503	-0.371713
39	-0.0100503	-0.0100503	-0.371713	-0.371713
14	-0.371713	-4.60517	-4.60517	-0.371713
3	-0.371713	-0.0100503	-4.60517	-0.0100503
14	-0.371713	-4.60517	-0.0100503	-4.60517
14	-0.371713	-0.0100503	-4.60517	-4.60517
3	-0.371713	-0.0100503	-0.0100503	-0.0100503
29	-0.371713	-0.371713	-4.60517	-4.60517
26	-4.60517	-0.0100503	-0.0100503	-0.371713
2	-4.60517	-0.0100503	-0.371713	-0.371713
7	-4.60517	-0.0100503	-0.371713	-4.60517
5	-0.371713	-0.371713	-0.0100503	-0.371713
2	-0.371713	-0.371713	-4.60517	-0.371713
7	-4.60517	-0.371713	-0.371713	-0.371713
5	-0.371713	-0.371713	-4.60517	-0.371713
3	-0.371713	-0.0100503	-0.0100503	-4.60517
29	-0.371713	-4.60517	-0.0100503	-4.60517
3	-0.371713	-0.0100503	-0.0100503	-0.371713
11	-0.371713	-0.371713	-0.0100503	-4.60517
8	-4.60517	-4.60517	-0.371713	-0.371713
5	-4.60517	-0.0100503	-0.371713	-0.0100503
10	-0.371713	-0.0100503	-0.0100503	-4.60517
2	-0.371713	-4.60517	-0.371713	-0.371713
3	-0.371713	-0.371713	-0.0100503	-4.60517
5	-0.371713	-0.0100503	-4.60517	-4.60517
2	-4.60517	-0.371713	-0.371713	-0.371713
1	-0.371713	-0.371713	-0.371713	-4.60517
8	-0.371713	-4.60517	-0.371713	-4.60517
1	-0.371713	-0.371713	-0.371713	-4.60517
4	-0.371713	-0.371713	-0.0100503	-0.371713
1	-0.371713	-0.371713	-0.0100503	-0.0100503
5	-4.60517	-0.371713	-0.371713	-0.371713
2	-0.371713	-0.371713	-4.60517	-0.0100503
6	-4.60517	-0.0100503	-0.371713	-0.371713
1	-0.371713	-0.371713	-0.371713	-0.371713
1	-0.371713	-0.0100503	-0.0100503	-0.371713
1	-0.371713	-0.371713	-0.371713	-0.0100503
3	-4.60517	-0.371713	-0.371713	-0.0100503
2	-0.371713	-0.0100503	-0.371713	-4.60517
9	-4.60517	-0.0100503	-0.371713	-0.0100503
3	-0.371713	-0.371713	-0.0100503	-0.371713
1	-0.371713	-0.371713	-4.60517	-0.371713
3	-0.371713	-0.371713	-0.0100503	-0.0100503
4	-4.60517	-4.60517	-0.371713	-0.0100503
4	-4.60517	-0.0100503	-0.371713	-0.371713
4	-0.371713	-0.371713	-4.60517	-0.0100503
1	-0.371713	-0.371713	-0.371713	-0.371713
3	-0.371713	-0.0100503	-0.0100503	-0.0100503
1	-0.371713	-0.371713	-0.0100503	-0.0100503
1	-0.371713	-0.0100503	-0.0100503	-0.371713
2	-0.371713	-4.60517	-0.0100503	-0.0100503
1	-0.371713	-0.371713	-0.0100503	-0.371713
2	-0.371713	-0.0100503	-4.60517	-0.371713
1	-0.371713	-0.371713	-0.0100503	-0.371713
1	-0.371713	-0.0100503	-0.371713	-0.371713
1	-0.371713	-0.371713	-0.0100503	-0.0100503
2	-0.371713	-4.60517	-0.371713	-4.60517
1	-0.371713	-0.371713	-0.371713	-0.371713
1	-0.371713	-4.60517	-0.371713	-0.371713
